,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,1988-01-01,5.641090704278465,-13.308182546498418,-1.4993067053287457,5.641090704278465,5.641090704278465,-12.969249340666233,-12.969249340666233,-12.969249340666233,0.09679060215922006,0.09679060215922006,0.09679060215922006,-13.066039942825453,-13.066039942825453,-13.066039942825453,0.0,0.0,0.0,-7.3281586363877675
1,1988-01-02,5.642858665501403,-13.419328444440776,-1.405232905717242,5.642858665501403,5.642858665501403,-12.899463354425587,-12.899463354425587,-12.899463354425587,0.01216701548446246,0.01216701548446246,0.01216701548446246,-12.911630369910048,-12.911630369910048,-12.911630369910048,0.0,0.0,0.0,-7.256604688924184
2,1988-01-03,5.644626626724339,-12.523006354870583,-0.8793358646459721,5.644626626724339,5.644626626724339,-12.544288849528757,-12.544288849528757,-12.544288849528757,0.20665935131324956,0.20665935131324956,0.20665935131324956,-12.750948200842005,-12.750948200842005,-12.750948200842005,0.0,0.0,0.0,-6.899662222804418
3,1988-01-04,5.646394587947276,-13.108273770354863,-0.6035485654818695,5.646394587947276,5.646394587947276,-12.831801046126893,-12.831801046126893,-12.831801046126893,-0.24544953647659895,-0.24544953647659895,-0.24544953647659895,-12.586351509650294,-12.586351509650294,-12.586351509650294,0.0,0.0,0.0,-7.185406458179617
4,1988-01-05,5.648162549170213,-12.846855266549646,-1.105583154925907,5.648162549170213,5.648162549170213,-12.366695905603196,-12.366695905603196,-12.366695905603196,0.053359661159278475,0.053359661159278475,0.053359661159278475,-12.420055566762475,-12.420055566762475,-12.420055566762475,0.0,0.0,0.0,-6.7185333564329826
5,1988-01-06,5.64993051039315,-12.595231788873402,-1.0637331474515042,5.64993051039315,5.64993051039315,-12.2689095387648,-12.2689095387648,-12.2689095387648,-0.014807118264085824,-0.014807118264085824,-0.014807118264085824,-12.254102420500713,-12.254102420500713,-12.254102420500713,0.0,0.0,0.0,-6.61897902837165
6,1988-01-07,5.651698471616086,-12.484847822599724,-0.580700612527742,5.651698471616086,5.651698471616086,-12.199056731958253,-12.199056731958253,-12.199056731958253,-0.10871997537534779,-0.10871997537534779,-0.10871997537534779,-12.090336756582907,-12.090336756582907,-12.090336756582907,0.0,0.0,0.0,-6.5473582603421665
7,1988-01-08,5.653466432839024,-12.164401363913523,-0.6200482865373205,5.653466432839024,5.653466432839024,-11.833597850982892,-11.833597850982892,-11.833597850982892,0.09679060215893759,0.09679060215893759,0.09679060215893759,-11.93038845314183,-11.93038845314183,-11.93038845314183,0.0,0.0,0.0,-6.180131418143868
8,1988-01-09,5.655234394061961,-12.181540049805982,-0.8157984775045138,5.655234394061961,5.655234394061961,-11.763495029866533,-11.763495029866533,-11.763495029866533,0.01216701548439723,0.01216701548439723,0.01216701548439723,-11.77566204535093,-11.77566204535093,-11.77566204535093,0.0,0.0,0.0,-6.108260635804572
9,1988-01-10,5.657002355284898,-11.735505138937942,-0.11937918244916522,5.657002355284898,5.657002355284898,-11.420673755368318,-11.420673755368318,-11.420673755368318,0.2066593513130893,0.2066593513130893,0.2066593513130893,-11.627333106681407,-11.627333106681407,-11.627333106681407,0.0,0.0,0.0,-5.76367140008342
10,1988-01-11,5.658770316507835,-11.638088774040877,-0.18123125351292216,5.658770316507835,5.658770316507835,-11.731800885613099,-11.731800885613099,-11.731800885613099,-0.24544953647672463,-0.24544953647672463,-0.24544953647672463,-11.486351349136374,-11.486351349136374,-11.486351349136374,0.0,0.0,0.0,-6.073030569105264
11,1988-01-12,5.660538277730772,-11.576846528327367,0.15654590803574983,5.660538277730772,5.660538277730772,-11.300090387280248,-11.300090387280248,-11.300090387280248,0.05335966115948583,0.05335966115948583,0.05335966115948583,-11.353450048439733,-11.353450048439733,-11.353450048439733,0.0,0.0,0.0,-5.639552109549476
12,1988-01-13,5.662306238953708,-11.335500019092292,0.3368509884038293,5.662306238953708,5.662306238953708,-11.243968336017327,-11.243968336017327,-11.243968336017327,-0.014807118263822933,-0.014807118263822933,-0.014807118263822933,-11.229161217753504,-11.229161217753504,-11.229161217753504,0.0,0.0,0.0,-5.581662097063618
13,1988-01-14,5.664074200176645,-11.492748315334381,-0.04598021238308931,5.664074200176645,5.664074200176645,-11.222555765668089,-11.222555765668089,-11.222555765668089,-0.10871997537557955,-0.10871997537557955,-0.10871997537557955,-11.113835790292509,-11.113835790292509,-11.113835790292509,0.0,0.0,0.0,-5.5584815654914435
14,1988-01-15,5.665842161399582,-11.387566235121273,0.1618298214295364,5.665842161399582,5.665842161399582,-10.91087732970026,-10.91087732970026,-10.91087732970026,0.09679060215926308,0.09679060215926308,0.09679060215926308,-11.007667931859523,-11.007667931859523,-11.007667931859523,0.0,0.0,0.0,-5.245035168300677
15,1988-01-16,5.667610122622519,-11.475739773785392,0.4608865295501192,5.667610122622519,5.667610122622519,-10.89855547730003,-10.89855547730003,-10.89855547730003,0.012167015484507542,0.012167015484507542,0.012167015484507542,-10.910722492784538,-10.910722492784538,-10.910722492784538,0.0,0.0,0.0,-5.2309453546775115
16,1988-01-17,5.669378083845456,-10.515053197956759,1.0501124607704488,5.669378083845456,5.669378083845456,-10.616305176833757,-10.616305176833757,-10.616305176833757,0.20665935131336666,0.20665935131336666,0.20665935131336666,-10.822964528147123,-10.822964528147123,-10.822964528147123,0.0,0.0,0.0,-4.946927092988301
17,1988-01-18,5.671146045068394,-11.346117958037015,0.32059236655843837,5.671146045068394,5.671146045068394,-10.989739304203553,-10.989739304203553,-10.989739304203553,-0.24544953647664416,-0.24544953647664416,-0.24544953647664416,-10.74428976772691,-10.74428976772691,-10.74428976772691,0.0,0.0,0.0,-5.3185932591351595
18,1988-01-19,5.67291400629133,-10.312082948895318,1.1992558245569007,5.67291400629133,5.67291400629133,-10.621195242933643,-10.621195242933643,-10.621195242933643,0.05335966115924713,0.05335966115924713,0.05335966115924713,-10.67455490409289,-10.67455490409289,-10.67455490409289,0.0,0.0,0.0,-4.9482812366423135
19,1988-01-20,5.674681967514267,-10.847155606998834,0.7143776030367226,5.674681967514267,5.674681967514267,-10.628413707156437,-10.628413707156437,-10.628413707156437,-0.01480711826415677,-0.01480711826415677,-0.01480711826415677,-10.613606588892281,-10.613606588892281,-10.613606588892281,0.0,0.0,0.0,-4.95373173964217
